 0.0000    0.0000         0         0    1.0000
 0.0011    0.0011         0         0    1.0000
 0.0242    0.0228         0         0    1.0000
 0.1124    0.0868         0         0    1.0000
 0.2756    0.1599         0         0    1.0000
 0.4805    0.1992         0         0    1.0000
 0.6829    0.1943         0         0    1.0000
 0.8527    0.1597         0         0    1.0000
 0.9787    0.1144         0         0    1.0000
 1.0629    0.0716         0         0    1.0000
 1.1131    0.0370         0         0    1.0000
 1.1378    0.0112         0         0    1.0000
    1.1443   -0.0070         0         0    1.0000
    1.1388   -0.0190         0         0    1.0000
    1.1256   -0.0265         0         0    1.0000
    1.1084   -0.0303         0         0    1.0000
    1.0890   -0.0323         0         0    1.0000
    1.0505   -0.0509         0         0    1.0000
    0.9509   -0.1108         0         0    1.0000
    0.7778   -0.1823         0         0    1.0000
    0.5628   -0.2216    0.0000    0.0000    1.0000
    0.3503   -0.2166    0.0011    0.0011    1.0000
    0.1714   -0.1809    0.0242    0.0228    1.0000
    0.0378   -0.1340    0.1124    0.0868    1.0000
   -0.0523   -0.0894    0.2756    0.1599    1.0000
   -0.1067   -0.0531    0.4805    0.1992    1.0000
   -0.1342   -0.0260    0.6829    0.1943    1.0000
   -0.1428   -0.0069    0.8527    0.1596    1.0000
   -0.1385    0.0059    0.9787    0.1144    1.0000
   -0.1261    0.0139    1.0629    0.0716    1.0000
   -0.1093    0.0181    1.1131    0.0370    1.0000
   -0.0909    0.0195    1.1378    0.0112    1.0000
   -0.0728    0.0189    1.1443   -0.0070    1.0000
   -0.0563    0.0170    1.1388   -0.0191    1.0000
   -0.0422    0.0145    1.1256   -0.0265    1.0000
   -0.0308    0.0117    1.1084   -0.0304    1.0000
   -0.0218    0.0091    1.0890   -0.0324    1.0000
   -0.0150    0.0068    1.0505   -0.0510    1.0000
   -0.0101    0.0049    0.9509   -0.1108    1.0000
   -0.0067    0.0035    0.7778   -0.1823    1.0000
   -0.0043    0.0023    0.5628   -0.2216    1.0000
   -0.0027    0.0015    0.3503   -0.2166    1.0000
   -0.0016    0.0010    0.1714   -0.1809    1.0000
   -0.0009    0.0006    0.0378   -0.1340    1.0000
   -0.0005    0.0003   -0.0523   -0.0894    1.0000
   -0.0003    0.0002   -0.1067   -0.0531    1.0000
   -0.0001    0.0001   -0.1342   -0.0260    1.0000
         0         0   -0.1428   -0.0069    1.0000
         0         0   -0.1385    0.0059    1.0000
         0         0   -0.1261    0.0139    1.0000
         0         0   -0.1093    0.0181    1.0000
         0         0   -0.0909    0.0195    1.0000
         0         0   -0.0728    0.0189    1.0000
         0         0   -0.0563    0.0170    1.0000
         0         0   -0.0422    0.0145    1.0000
    0.0000    0.0000   -0.0308    0.0117    1.0000
    0.0011    0.0011   -0.0218    0.0091    1.0000
    0.0242    0.0228   -0.0150    0.0068    1.0000
    0.1124    0.0868   -0.0101    0.0049    1.0000
    0.2756    0.1599   -0.0067    0.0035    1.0000
    0.4805    0.1992   -0.0043    0.0023    1.0000
    0.6829    0.1943   -0.0027    0.0015    1.0000
    0.8527    0.1597   -0.0016    0.0010    1.0000
    0.9787    0.1144   -0.0009    0.0006    1.0000
    1.0629    0.0716   -0.0005    0.0003    1.0000
    1.1131    0.0370   -0.0003    0.0002    1.0000
    1.1378    0.0112   -0.0001    0.0001    1.0000
    1.1443   -0.0070         0         0    1.0000
    1.1388   -0.0190         0         0    1.0000
    1.1256   -0.0265         0         0    1.0000
    1.1084   -0.0303         0         0    1.0000
    1.0890   -0.0323         0         0    1.0000
    1.0505   -0.0509         0         0    1.0000
    0.9509   -0.1108         0         0    1.0000
    0.7778   -0.1823         0         0    1.0000
    0.5628   -0.2216    0.0000    0.0000    1.0000
    0.3503   -0.2166    0.0011    0.0011    1.0000
    0.1714   -0.1809    0.0242    0.0228    1.0000
    0.0378   -0.1340    0.1124    0.0868    1.0000
   -0.0523   -0.0894    0.2756    0.1599    1.0000
   -0.1067   -0.0531    0.4805    0.1992    1.0000
   -0.1342   -0.0260    0.6829    0.1943    1.0000
   -0.1428   -0.0069    0.8527    0.1596    1.0000
   -0.1385    0.0059    0.9787    0.1144    1.0000
   -0.1261    0.0139    1.0629    0.0716    1.0000
   -0.1093    0.0181    1.1131    0.0370    1.0000
   -0.0909    0.0195    1.1378    0.0112    1.0000
   -0.0728    0.0189    1.1443   -0.0070    1.0000
   -0.0563    0.0170    1.1388   -0.0191    1.0000
   -0.0422    0.0145    1.1256   -0.0265    1.0000
   -0.0308    0.0117    1.1084   -0.0304    1.0000
   -0.0218    0.0091    1.0890   -0.0324    1.0000
   -0.0150    0.0068    1.0505   -0.0510    1.0000
   -0.0101    0.0049    0.9509   -0.1108    1.0000
   -0.0067    0.0035    0.7778   -0.1823    1.0000
   -0.0043    0.0023    0.5628   -0.2216    1.0000
   -0.0027    0.0015    0.3503   -0.2166    1.0000
   -0.0016    0.0010    0.1714   -0.1809    1.0000
   -0.0009    0.0006    0.0378   -0.1340    1.0000
   -0.0005    0.0003   -0.0523   -0.0894    1.0000
   -0.0003    0.0002   -0.1067   -0.0531    1.0000
   -0.0001    0.0001   -0.1342   -0.0260    1.0000
         0         0   -0.1428   -0.0069    1.0000
         0         0   -0.1385    0.0059    1.0000
         0         0   -0.1261    0.0139    1.0000
         0         0   -0.1093    0.0181    1.0000
         0         0   -0.0909    0.0195    1.0000
         0         0   -0.0728    0.0189    1.0000
         0         0   -0.0563    0.0170    1.0000
